,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
180,no_checking,37,prior_payments_delayed,appliances,5661,500_to_1000,4_to_7,4,male,none,5,savings_insurance,44,stores,rent,2,unskilled,1,none,yes,No Risk
181,greater_200,20,credits_paid_to_date,repairs,5238,greater_1000,4_to_7,4,male,none,3,car_other,50,none,own,2,skilled,1,yes,yes,No Risk
182,less_0,12,prior_payments_delayed,car_new,250,greater_1000,less_1,2,male,none,1,savings_insurance,22,stores,rent,1,skilled,1,none,yes,No Risk
183,less_0,14,prior_payments_delayed,business,4921,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,2,management_self-employed,1,none,yes,No Risk
184,no_checking,8,prior_payments_delayed,car_new,899,100_to_500,4_to_7,2,male,none,3,savings_insurance,27,bank,own,1,unskilled,1,yes,yes,No Risk
185,less_0,10,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,34,none,own,1,skilled,1,none,yes,No Risk
186,0_to_200,21,credits_paid_to_date,furniture,2477,less_100,4_to_7,3,male,none,4,car_other,35,none,own,1,skilled,1,yes,yes,No Risk
187,no_checking,28,credits_paid_to_date,furniture,3914,100_to_500,1_to_4,4,male,none,2,savings_insurance,39,stores,own,1,unskilled,2,yes,yes,No Risk
188,no_checking,27,outstanding_credit,appliances,5139,500_to_1000,4_to_7,3,male,none,3,savings_insurance,45,bank,own,1,unskilled,1,none,yes,No Risk
189,less_0,22,prior_payments_delayed,car_new,3554,less_100,less_1,1,male,none,1,car_other,32,stores,rent,1,skilled,1,none,yes,No Risk
190,0_to_200,24,outstanding_credit,appliances,3415,100_to_500,1_to_4,3,male,none,4,savings_insurance,26,none,own,1,skilled,2,yes,yes,No Risk
191,no_checking,33,prior_payments_delayed,appliances,6516,500_to_1000,4_to_7,4,male,none,4,car_other,54,none,own,2,skilled,1,yes,yes,No Risk
192,no_checking,33,all_credits_paid_back,radio_tv,4420,100_to_500,less_1,4,male,none,3,real_estate,34,stores,own,1,unskilled,1,yes,yes,No Risk
193,less_0,9,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
194,0_to_200,4,prior_payments_delayed,furniture,5006,100_to_500,1_to_4,3,male,none,4,unknown,48,none,free,2,skilled,1,yes,yes,No Risk
195,0_to_200,17,prior_payments_delayed,radio_tv,2207,100_to_500,4_to_7,2,male,none,3,savings_insurance,32,stores,own,2,unskilled,2,none,yes,No Risk
196,less_0,4,credits_paid_to_date,car_used,309,less_100,less_1,2,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
197,less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,male,none,1,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk
198,greater_200,19,outstanding_credit,car_used,4467,100_to_500,less_1,3,male,none,3,car_other,28,stores,own,3,unskilled,2,yes,yes,No Risk
199,no_checking,24,outstanding_credit,appliances,6197,unknown,4_to_7,4,male,none,3,car_other,45,none,own,2,skilled,1,yes,yes,No Risk
200,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
201,0_to_200,34,prior_payments_delayed,radio_tv,5417,greater_1000,4_to_7,2,male,none,3,car_other,40,bank,own,2,unemployed,1,yes,yes,No Risk
202,0_to_200,24,credits_paid_to_date,appliances,4165,less_100,4_to_7,4,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
203,0_to_200,14,credits_paid_to_date,car_used,250,less_100,1_to_4,3,male,none,2,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
204,0_to_200,33,outstanding_credit,radio_tv,4296,500_to_1000,greater_7,4,male,none,2,unknown,42,stores,own,2,unskilled,1,none,yes,No Risk
205,0_to_200,4,all_credits_paid_back,education,790,less_100,1_to_4,3,male,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk
206,0_to_200,12,credits_paid_to_date,car_used,3563,less_100,4_to_7,2,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk
207,0_to_200,33,prior_payments_delayed,furniture,2309,100_to_500,greater_7,3,male,none,3,savings_insurance,33,stores,own,1,unskilled,2,none,yes,No Risk
208,no_checking,31,outstanding_credit,other,6307,500_to_1000,1_to_4,3,male,guarantor,3,car_other,46,none,free,1,skilled,1,yes,yes,No Risk
209,greater_200,25,credits_paid_to_date,car_used,9295,100_to_500,1_to_4,3,male,co-applicant,3,unknown,42,none,free,2,skilled,1,none,yes,No Risk
210,0_to_200,4,all_credits_paid_back,car_new,2265,less_100,less_1,2,male,none,2,savings_insurance,27,none,rent,1,skilled,1,none,yes,No Risk
211,0_to_200,20,credits_paid_to_date,car_new,3175,500_to_1000,less_1,2,male,none,3,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
212,no_checking,12,credits_paid_to_date,car_new,7593,less_100,1_to_4,4,male,none,3,savings_insurance,46,stores,free,2,skilled,1,yes,yes,No Risk
213,0_to_200,21,outstanding_credit,radio_tv,6826,greater_1000,greater_7,4,male,none,3,car_other,34,none,own,2,skilled,1,yes,yes,No Risk
214,no_checking,44,prior_payments_delayed,other,5009,500_to_1000,4_to_7,4,male,none,3,savings_insurance,34,none,own,1,skilled,2,yes,yes,No Risk
215,no_checking,8,prior_payments_delayed,furniture,811,100_to_500,1_to_4,2,male,none,2,savings_insurance,33,bank,rent,1,unemployed,1,none,yes,No Risk
216,no_checking,8,credits_paid_to_date,car_new,5992,100_to_500,4_to_7,4,male,none,3,unknown,28,none,free,2,management_self-employed,1,none,yes,No Risk
217,less_0,23,credits_paid_to_date,furniture,250,less_100,less_1,2,male,none,2,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk
218,no_checking,8,credits_paid_to_date,car_new,1841,greater_1000,4_to_7,3,male,co-applicant,3,savings_insurance,46,none,own,2,skilled,1,yes,yes,No Risk
219,0_to_200,29,outstanding_credit,appliances,6614,100_to_500,greater_7,4,male,none,4,car_other,37,none,free,2,management_self-employed,1,yes,yes,No Risk
220,no_checking,53,outstanding_credit,radio_tv,7032,greater_1000,4_to_7,5,male,co-applicant,5,car_other,44,stores,own,2,unskilled,2,yes,yes,No Risk
221,less_0,16,credits_paid_to_date,vacation,1216,less_100,less_1,2,male,none,3,real_estate,29,none,own,1,management_self-employed,1,none,yes,No Risk
222,no_checking,21,prior_payments_delayed,radio_tv,1646,unknown,greater_7,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
223,0_to_200,30,credits_paid_to_date,furniture,2034,greater_1000,greater_7,3,male,none,2,car_other,39,none,rent,1,skilled,1,none,yes,No Risk
224,no_checking,36,prior_payments_delayed,furniture,2224,500_to_1000,4_to_7,3,male,none,2,savings_insurance,41,none,own,2,skilled,1,none,yes,No Risk
225,less_0,12,all_credits_paid_back,car_new,844,less_100,less_1,2,male,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
226,no_checking,32,prior_payments_delayed,car_used,1905,unknown,1_to_4,4,male,none,4,savings_insurance,33,none,own,1,skilled,1,yes,yes,No Risk
227,no_checking,27,outstanding_credit,radio_tv,5287,500_to_1000,1_to_4,4,male,none,3,savings_insurance,40,none,free,2,management_self-employed,2,yes,yes,No Risk
228,0_to_200,14,credits_paid_to_date,vacation,3011,less_100,4_to_7,2,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,No Risk
229,no_checking,30,prior_payments_delayed,radio_tv,6599,greater_1000,greater_7,5,male,none,4,unknown,41,none,free,2,skilled,1,yes,yes,No Risk
230,less_0,12,credits_paid_to_date,car_used,5166,less_100,1_to_4,2,male,none,1,car_other,28,stores,rent,1,unskilled,2,yes,yes,No Risk
231,no_checking,35,prior_payments_delayed,furniture,6385,500_to_1000,greater_7,5,male,co-applicant,3,savings_insurance,47,none,free,2,skilled,2,yes,yes,No Risk
232,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
233,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
234,greater_200,20,credits_paid_to_date,car_used,2577,less_100,4_to_7,3,male,none,2,savings_insurance,51,none,free,2,skilled,1,yes,yes,No Risk
235,0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,co-applicant,3,real_estate,35,bank,rent,1,unemployed,1,none,yes,No Risk
236,no_checking,28,prior_payments_delayed,business,5626,100_to_500,4_to_7,4,male,none,4,savings_insurance,28,none,own,1,management_self-employed,1,none,yes,No Risk
237,0_to_200,17,credits_paid_to_date,car_used,3301,less_100,less_1,3,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
238,no_checking,29,prior_payments_delayed,radio_tv,1855,500_to_1000,greater_7,4,male,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
239,no_checking,32,outstanding_credit,furniture,3074,greater_1000,4_to_7,4,male,none,3,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk
240,less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
241,no_checking,11,credits_paid_to_date,furniture,2872,greater_1000,1_to_4,3,male,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
242,no_checking,8,credits_paid_to_date,radio_tv,2936,greater_1000,less_1,3,male,none,2,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
243,no_checking,18,credits_paid_to_date,repairs,6332,less_100,4_to_7,4,male,co-applicant,5,savings_insurance,44,none,own,1,management_self-employed,1,none,yes,No Risk
244,no_checking,26,prior_payments_delayed,appliances,6136,100_to_500,1_to_4,3,male,none,4,savings_insurance,41,stores,own,1,unskilled,2,yes,yes,No Risk
245,no_checking,11,prior_payments_delayed,radio_tv,5761,less_100,1_to_4,4,male,none,3,car_other,37,none,own,2,management_self-employed,1,none,yes,No Risk
246,0_to_200,17,prior_payments_delayed,education,2789,100_to_500,4_to_7,4,male,co-applicant,4,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk
247,0_to_200,26,outstanding_credit,furniture,2979,500_to_1000,4_to_7,2,male,none,3,car_other,38,stores,own,1,skilled,1,yes,yes,No Risk
248,no_checking,10,credits_paid_to_date,vacation,4262,500_to_1000,1_to_4,4,male,none,3,real_estate,22,stores,own,2,unskilled,1,none,yes,No Risk
249,0_to_200,28,credits_paid_to_date,car_used,2138,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk
250,no_checking,8,prior_payments_delayed,radio_tv,3293,100_to_500,4_to_7,3,male,none,4,car_other,50,none,own,2,management_self-employed,1,none,yes,No Risk
251,0_to_200,44,prior_payments_delayed,repairs,6621,500_to_1000,greater_7,5,male,none,3,unknown,35,bank,own,2,unemployed,1,none,yes,No Risk
252,no_checking,30,outstanding_credit,appliances,5251,500_to_1000,1_to_4,3,male,none,3,savings_insurance,49,none,own,1,skilled,1,none,yes,No Risk
253,no_checking,36,prior_payments_delayed,furniture,8847,500_to_1000,1_to_4,5,male,co-applicant,4,savings_insurance,41,none,free,2,management_self-employed,1,none,yes,No Risk
254,no_checking,45,outstanding_credit,education,5484,500_to_1000,4_to_7,5,male,none,3,car_other,33,none,own,1,skilled,1,yes,yes,No Risk
255,0_to_200,32,credits_paid_to_date,appliances,3065,greater_1000,greater_7,4,male,none,2,savings_insurance,39,bank,own,2,unemployed,1,yes,yes,No Risk
256,0_to_200,15,prior_payments_delayed,furniture,5757,500_to_1000,greater_7,4,male,none,4,savings_insurance,47,none,own,2,skilled,1,yes,yes,No Risk
257,less_0,14,all_credits_paid_back,car_new,2538,less_100,4_to_7,3,male,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
258,0_to_200,31,prior_payments_delayed,radio_tv,5096,500_to_1000,1_to_4,3,male,none,4,car_other,34,bank,own,2,unemployed,1,yes,yes,No Risk
259,no_checking,27,prior_payments_delayed,appliances,5395,unknown,4_to_7,4,male,none,4,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
260,less_0,17,all_credits_paid_back,furniture,2611,less_100,unemployed,2,male,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
261,less_0,4,all_credits_paid_back,car_new,929,less_100,1_to_4,1,male,none,2,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
262,0_to_200,37,outstanding_credit,appliances,6255,unknown,greater_7,4,male,none,3,unknown,45,none,own,2,skilled,2,yes,yes,No Risk
263,less_0,4,prior_payments_delayed,furniture,2499,500_to_1000,1_to_4,3,male,none,2,car_other,23,none,own,1,skilled,1,none,yes,No Risk
264,less_0,4,no_credits,car_new,1142,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
265,no_checking,8,credits_paid_to_date,furniture,3007,greater_1000,less_1,2,male,none,4,car_other,37,none,own,1,skilled,1,none,yes,No Risk
266,0_to_200,21,credits_paid_to_date,radio_tv,3780,less_100,1_to_4,3,male,none,2,savings_insurance,33,none,rent,1,skilled,1,none,yes,No Risk
267,less_0,20,credits_paid_to_date,car_new,4849,less_100,4_to_7,3,male,none,3,savings_insurance,20,stores,own,2,skilled,1,none,yes,No Risk
268,no_checking,36,prior_payments_delayed,other,6595,500_to_1000,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
269,less_0,8,prior_payments_delayed,repairs,701,500_to_1000,1_to_4,3,male,none,3,savings_insurance,43,none,rent,1,skilled,1,none,yes,No Risk
270,0_to_200,28,credits_paid_to_date,radio_tv,250,100_to_500,4_to_7,2,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
271,0_to_200,27,credits_paid_to_date,retraining,1527,less_100,4_to_7,3,male,none,1,car_other,26,stores,free,2,unskilled,1,yes,yes,No Risk
272,0_to_200,16,prior_payments_delayed,repairs,2204,less_100,4_to_7,2,male,none,2,unknown,52,none,own,2,skilled,2,yes,yes,No Risk
273,0_to_200,42,outstanding_credit,repairs,4976,500_to_1000,1_to_4,3,male,none,2,car_other,26,none,own,2,skilled,1,yes,yes,No Risk
274,less_0,4,all_credits_paid_back,car_new,660,less_100,less_1,2,male,none,2,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk
275,0_to_200,29,credits_paid_to_date,car_used,2711,less_100,less_1,2,male,none,2,savings_insurance,28,none,own,2,skilled,1,none,yes,No Risk
276,less_0,4,all_credits_paid_back,car_new,2969,less_100,less_1,2,male,none,1,real_estate,26,none,own,1,management_self-employed,1,none,yes,No Risk
277,less_0,21,prior_payments_delayed,radio_tv,3451,less_100,4_to_7,3,male,none,2,car_other,33,none,own,2,skilled,1,none,yes,No Risk
278,no_checking,18,outstanding_credit,business,5656,100_to_500,4_to_7,4,male,guarantor,5,savings_insurance,53,none,free,1,management_self-employed,1,yes,yes,No Risk
279,0_to_200,22,credits_paid_to_date,car_new,382,less_100,1_to_4,2,male,none,3,car_other,20,bank,rent,1,unskilled,1,none,yes,No Risk
280,no_checking,29,prior_payments_delayed,car_used,3351,unknown,1_to_4,3,male,none,5,savings_insurance,49,none,own,2,skilled,2,yes,yes,No Risk
281,0_to_200,15,no_credits,car_new,476,100_to_500,less_1,1,male,none,2,real_estate,21,none,rent,2,skilled,1,none,yes,No Risk
282,no_checking,35,credits_paid_to_date,appliances,5588,100_to_500,1_to_4,4,male,none,4,real_estate,45,none,own,2,management_self-employed,2,yes,yes,No Risk
283,less_0,15,credits_paid_to_date,furniture,1916,100_to_500,1_to_4,3,male,none,2,car_other,30,bank,rent,2,unemployed,1,none,yes,No Risk
284,no_checking,14,credits_paid_to_date,furniture,3021,less_100,4_to_7,2,male,none,2,savings_insurance,46,none,own,1,skilled,2,yes,yes,No Risk
285,no_checking,27,prior_payments_delayed,education,4466,unknown,greater_7,3,male,none,2,savings_insurance,41,stores,free,2,unskilled,1,yes,yes,No Risk
286,no_checking,29,credits_paid_to_date,business,6417,100_to_500,1_to_4,4,male,none,4,savings_insurance,40,none,own,1,management_self-employed,1,none,yes,No Risk
287,0_to_200,26,credits_paid_to_date,radio_tv,2553,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk
288,0_to_200,4,no_credits,car_new,250,less_100,less_1,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
289,less_0,4,all_credits_paid_back,car_new,1000,less_100,1_to_4,1,male,none,2,real_estate,22,stores,rent,1,skilled,1,none,yes,No Risk
290,0_to_200,18,credits_paid_to_date,furniture,2236,500_to_1000,1_to_4,3,male,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
291,0_to_200,16,prior_payments_delayed,furniture,2997,less_100,4_to_7,4,male,none,3,savings_insurance,26,none,free,2,management_self-employed,1,none,yes,No Risk
292,0_to_200,20,credits_paid_to_date,furniture,4026,500_to_1000,less_1,3,male,none,2,car_other,36,none,own,1,skilled,1,none,yes,No Risk
293,0_to_200,14,credits_paid_to_date,car_new,2055,less_100,4_to_7,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
294,0_to_200,14,credits_paid_to_date,furniture,6349,less_100,4_to_7,3,male,none,2,savings_insurance,35,stores,own,1,unskilled,2,none,yes,No Risk
295,less_0,7,all_credits_paid_back,car_used,250,less_100,1_to_4,1,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
296,0_to_200,19,prior_payments_delayed,radio_tv,4312,greater_1000,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes,No Risk
297,0_to_200,25,credits_paid_to_date,furniture,3716,100_to_500,1_to_4,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
298,no_checking,29,prior_payments_delayed,appliances,7499,100_to_500,1_to_4,3,male,none,4,savings_insurance,38,none,own,2,management_self-employed,1,none,yes,No Risk
299,less_0,15,all_credits_paid_back,car_used,597,less_100,1_to_4,2,male,none,1,savings_insurance,36,bank,own,1,unskilled,1,yes,yes,No Risk
300,0_to_200,26,credits_paid_to_date,radio_tv,6158,less_100,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes,No Risk
301,0_to_200,20,credits_paid_to_date,car_new,3413,less_100,4_to_7,4,male,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk
302,less_0,10,all_credits_paid_back,car_new,1601,less_100,less_1,1,male,none,2,savings_insurance,27,stores,rent,1,skilled,1,none,yes,No Risk
303,no_checking,38,prior_payments_delayed,repairs,6061,unknown,4_to_7,4,male,none,4,unknown,46,bank,own,2,unemployed,2,yes,yes,No Risk
304,0_to_200,16,prior_payments_delayed,retraining,1062,greater_1000,1_to_4,2,male,none,3,car_other,29,bank,rent,1,unemployed,1,yes,yes,No Risk
305,less_0,21,credits_paid_to_date,furniture,3417,less_100,1_to_4,2,male,none,2,car_other,23,stores,own,1,skilled,1,none,yes,No Risk
306,0_to_200,27,credits_paid_to_date,furniture,361,100_to_500,4_to_7,2,male,none,2,car_other,34,stores,own,1,skilled,1,yes,yes,No Risk
307,0_to_200,27,credits_paid_to_date,radio_tv,3411,less_100,less_1,3,male,none,3,car_other,32,none,own,1,skilled,1,none,yes,No Risk
308,no_checking,22,outstanding_credit,car_used,4668,500_to_1000,1_to_4,2,male,none,3,car_other,43,bank,rent,1,unskilled,1,yes,yes,No Risk
309,no_checking,32,prior_payments_delayed,furniture,9016,100_to_500,1_to_4,4,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,1,yes,yes,No Risk
310,0_to_200,22,all_credits_paid_back,car_new,250,500_to_1000,4_to_7,3,male,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
311,less_0,25,prior_payments_delayed,car_used,1242,100_to_500,1_to_4,2,male,none,3,savings_insurance,28,stores,rent,1,skilled,1,none,yes,No Risk
312,no_checking,25,prior_payments_delayed,radio_tv,4056,100_to_500,1_to_4,4,male,none,2,real_estate,28,none,own,1,management_self-employed,1,none,yes,No Risk
313,greater_200,16,outstanding_credit,radio_tv,2832,greater_1000,4_to_7,4,male,none,3,car_other,33,none,own,1,skilled,1,none,yes,No Risk
314,no_checking,39,prior_payments_delayed,furniture,5628,500_to_1000,1_to_4,4,male,none,3,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
